Place,Location,Area,Rooms,Air Conditioning,Built-in Wardrobes,Elevator,Heating,Garage,Terrace,Price
Piso,Fuencarral,76,2,1,1,0,1,0,0,189000
Piso,Chamartín,290,4,1,1,1,1,1,0,1850000
Piso,Centro,60,1,1,1,1,0,0,0,295000
Piso,Ciudad Lineal,81,2,1,1,1,1,0,1,425000
Piso,San Blas,50,2,1,0,0,1,0,1,160000
Piso,Centro,155,4,1,1,1,1,1,0,847000
Piso,Salamanca,52,1,0,0,0,1,0,0,268000
Piso,Villaverde,62,2,1,1,0,1,0,0,85000
Piso,Salamanca,219,4,1,1,1,1,1,1,1533000
Piso,Latina,144,5,1,1,0,1,0,1,444000
Piso,Centro,30,2,0,1,0,1,0,0,130000
Piso,Puente de Vallecas,60,3,1,1,0,1,0,1,155000
Piso,Usera,78,2,1,1,0,1,0,0,248000
Ático,Chamberí,216,3,1,1,1,1,0,1,2900000
Piso,Chamartín,76,1,1,1,1,1,1,0,330000
Piso,Carabanchel,64,2,0,1,0,1,0,1,147000
Piso,Moncloa,239,5,0,0,1,1,0,1,1000000
Piso,Chamberí,167,2,1,0,0,0,0,0,2155000
Piso,Retiro,113,3,1,1,1,1,0,1,495000
Piso,Ciudad Lineal,80,3,1,1,1,1,1,1,254900
Piso,Chamartín,144,4,1,1,1,1,0,1,694000
Piso,Salamanca,118,3,1,1,1,1,0,1,670000
Piso,Hortaleza,57,1,1,1,1,0,1,0,223600
Ático,Salamanca,260,3,1,1,1,1,0,1,1990000
Piso,Latina,62,2,0,0,1,0,0,1,239000
Ático,Centro,62,1,1,1,1,1,0,1,599000
Piso,Centro,340,4,1,1,1,1,0,0,1700000
Piso,Chamberí,133,2,1,1,1,1,0,0,1195000
Piso,Hortaleza,150,4,1,1,1,1,1,0,439000
Piso,Arganzuela,77,3,0,0,0,1,0,0,210000
Piso,Moratalaz,92,3,1,1,1,1,0,1,299000
Piso,Salamanca,178,3,1,1,1,1,1,0,860000
Dúplex,Hortaleza,79,2,1,1,0,1,0,0,286000
Piso,Chamartín,93,3,1,1,1,1,0,0,380000
Ático,Salamanca,94,2,1,1,1,1,1,1,730000
Piso,Villaverde,75,3,0,0,0,0,1,1,139900
Piso,Ciudad Lineal,50,2,1,1,0,1,0,0,184900
Piso,Moncloa,74,3,0,0,0,1,0,0,265000
Piso,Puente de Vallecas,34,1,1,0,0,1,0,0,115000
Piso,Chamberí,90,2,0,1,1,1,0,1,520000
Piso,Hortaleza,73,3,0,0,1,0,0,0,265300
Piso,Puente de Vallecas,100,3,0,1,1,1,0,0,96000
Piso,Chamartín,79,1,1,1,1,1,0,0,359000
Piso,Chamartín,118,3,0,0,0,1,0,0,461000
Piso,San Blas,82,3,0,1,0,1,0,1,200000
Piso,Salamanca,293,4,1,0,1,1,0,0,4390000
Piso,Centro,151,3,0,0,0,1,0,0,620000
Piso,Villaverde,93,3,1,1,1,1,1,0,263000
Piso,Moncloa,352,5,1,1,1,1,0,0,3000000
Piso,Fuencarral,120,3,1,1,1,1,1,1,468000
Piso,Salamanca,179,5,1,1,1,1,0,1,628900
Piso,San Blas,67,2,1,1,1,1,0,1,280000
Ático,Hortaleza,195,2,1,1,1,1,1,1,830000
Piso,Ciudad Lineal,75,3,0,1,1,1,0,1,219000
Piso,Tetuán,103,3,1,1,1,1,1,0,400000
Piso,Ciudad Lineal,59,2,0,0,0,0,0,1,150400
Piso,Centro,66,1,1,1,1,1,0,0,375000
Piso,Chamberí,174,3,0,1,1,1,0,1,1200000
Piso,Salamanca,67,2,1,1,1,1,0,1,879000
Dúplex,Vicálvaro,86,1,1,1,1,1,1,1,155000
Piso,Fuencarral,90,2,0,1,1,0,1,0,340000
Piso,Ciudad Lineal,108,3,1,0,1,1,0,1,315000
Piso,Centro,355,8,1,1,1,1,0,1,1645000
Piso,Carabanchel,60,2,1,1,1,1,0,0,350000
Piso,Tetuán,76,3,1,1,0,1,0,0,273000
Piso,Chamartín,92,3,0,1,1,1,0,0,349000
Piso,Latina,56,2,1,1,1,1,0,0,120000
Piso,Centro,150,3,0,1,0,1,0,0,595000
Piso,Salamanca,224,4,1,0,1,1,0,1,1165000
Piso,Chamberí,304,7,1,1,1,1,1,0,1250000
Piso,Fuencarral,66,1,1,0,1,1,1,1,329000
Piso,Salamanca,138,3,1,1,0,1,0,0,850000
Piso,Centro,119,3,1,1,0,1,0,1,830000
Piso,Salamanca,59,1,1,1,1,0,0,0,579000
Piso,Centro,130,3,1,1,1,1,0,0,630000
Piso,Salamanca,75,2,0,0,1,0,0,0,540000
Piso,Puente de Vallecas,105,3,1,1,1,1,1,1,293000
Piso,Moncloa,56,1,1,1,1,1,0,0,287000
Piso,Salamanca,50,2,1,1,1,1,0,0,319000
Piso,Hortaleza,74,3,1,1,0,1,1,0,215000
Piso,Centro,86,2,0,1,1,1,1,0,375000
Piso,Salamanca,315,3,1,1,1,1,0,0,4300000
Piso,Puente de Vallecas,32,2,0,0,0,1,0,0,82000
Piso,Salamanca,400,4,0,1,1,0,1,0,4750000
Piso,Salamanca,100,2,1,1,1,1,1,0,1200000
Ático,Vicálvaro,111,3,0,1,1,1,1,1,510000
Piso,Centro,275,5,1,0,1,1,0,0,2000000
Piso,Ciudad Lineal,62,2,1,1,0,1,0,0,240000
Piso,Ciudad Lineal,341,5,1,1,1,1,1,1,1150000
Piso,Hortaleza,141,3,1,1,1,1,1,0,798000
Piso,Arganzuela,112,4,0,1,1,1,0,1,385000
Piso,Villaverde,60,2,1,1,1,1,1,0,232000
Piso,Salamanca,413,4,1,1,1,1,1,0,4500000
Piso,Moratalaz,75,3,0,0,1,1,0,0,151000
Piso,Tetuán,120,3,1,0,0,0,0,0,950000
Dúplex,Chamartín,417,4,1,1,1,1,1,1,3800000
Piso,Salamanca,206,5,0,1,1,1,0,1,965000
Piso,Moncloa,100,2,1,1,1,1,0,1,890000
Piso,Hortaleza,72,3,1,1,1,1,0,1,220000
Piso,Ciudad Lineal,82,3,1,1,1,1,0,1,309000
Piso,Centro,95,1,1,1,1,1,0,0,345000
Piso,Carabanchel,97,3,0,1,0,0,0,1,205000
Piso,Arganzuela,60,2,0,0,0,0,0,1,199000
Piso,Arganzuela,29,1,0,0,0,1,0,0,136000
Piso,Hortaleza,72,3,1,1,1,1,1,0,205000
Piso,Salamanca,241,5,0,0,1,1,1,1,3000000
Piso,Salamanca,145,6,1,1,1,1,0,0,1250000
Piso,Chamartín,203,4,1,1,1,1,1,0,1890000
Piso,Hortaleza,134,3,1,1,1,1,1,1,995000
Piso,Salamanca,79,3,1,0,1,1,0,0,420000
Piso,Centro,35,1,0,0,0,1,0,0,248000
Piso,Latina,68,3,0,1,0,0,0,1,123000
Piso,Carabanchel,105,2,1,1,1,0,0,0,350000
Piso,Latina,70,3,0,0,1,1,0,0,176000
Piso,Moratalaz,74,3,0,0,0,0,0,1,179597
Piso,Retiro,88,3,1,0,0,1,0,0,255000
Piso,Ciudad Lineal,81,2,0,1,1,1,1,0,275000
Piso,Hortaleza,75,3,0,0,1,1,0,1,320000
Piso,Tetuán,75,2,1,1,1,1,0,0,379000
Piso,San Blas,70,3,1,1,0,1,0,0,198000
Piso,Salamanca,72,2,1,1,1,1,0,1,610000
Piso,Chamberí,193,3,1,1,1,1,0,1,1300000
Piso,Salamanca,70,2,1,0,1,1,0,1,619000
Piso,Fuencarral,140,3,1,1,1,1,1,0,438000
Piso,Carabanchel,119,4,0,0,1,0,0,0,265000
Piso,Salamanca,473,4,1,1,1,1,0,0,8000000
Piso,Latina,76,3,0,0,1,1,0,1,219900
Piso,Fuencarral,82,3,0,0,0,1,0,1,250000
Piso,San Blas,62,2,1,1,0,1,1,0,154000
Piso,Salamanca,186,7,1,1,1,0,0,1,750000
Piso,Vicálvaro,121,3,1,0,0,0,0,0,403500
Piso,Chamberí,143,4,1,1,1,1,1,1,685000
Piso,Salamanca,260,3,1,0,1,0,0,0,3300000
Piso,Centro,83,2,1,0,1,0,0,1,690000
Piso,Puente de Vallecas,55,3,0,0,1,1,0,1,140000
Piso,Salamanca,106,4,0,1,1,1,0,0,388531
Piso,Puente de Vallecas,43,2,0,0,1,1,0,0,89000
Piso,Fuencarral,157,4,1,1,1,1,1,0,470000
Ático,Moncloa,215,2,1,1,1,0,0,1,1273100
Piso,Vicálvaro,53,1,1,1,1,1,1,1,195000
Piso,Salamanca,422,7,1,1,1,1,1,1,1950000
Dúplex,Chamberí,246,5,1,1,1,1,1,1,1400000
Piso,Centro,57,2,1,1,1,1,0,1,575500
Piso,Salamanca,53,1,1,1,1,1,1,0,429000
Piso,Chamberí,194,5,0,1,1,1,0,0,845000
Piso,Puente de Vallecas,61,1,1,0,0,0,0,0,173000
Piso,Villaverde,59,2,1,1,0,1,0,0,127000
Piso,Latina,54,2,1,0,0,0,0,0,139000
Piso,Carabanchel,57,3,0,1,1,1,0,0,129000
Piso,Retiro,121,4,1,1,1,1,0,1,950000
Piso,Carabanchel,82,3,1,1,0,0,0,0,182000
Piso,Ciudad Lineal,55,2,1,0,0,0,0,1,211000
Piso,Salamanca,48,1,1,1,1,1,0,0,575000
Piso,Usera,34,1,1,0,0,1,0,0,131000
Piso,San Blas,48,1,0,1,1,1,0,0,147000
Piso,Chamartín,220,4,1,1,1,1,1,0,1899900
Piso,Centro,123,1,1,1,1,1,0,0,820000
Piso,Salamanca,84,2,0,0,0,1,0,1,575000
Piso,Centro,95,2,1,0,1,1,0,0,599000
Piso,Chamberí,153,4,0,0,1,1,0,1,900000
Piso,Ciudad Lineal,70,2,1,1,1,1,1,1,295000
Piso,Retiro,185,3,0,0,1,1,0,0,600000
Piso,Salamanca,98,2,1,1,1,1,0,0,750000
Piso,Tetuán,398,5,1,1,1,1,0,0,3600000
Piso,Centro,82,2,1,0,1,1,0,0,595000
Piso,Retiro,71,3,0,0,1,1,0,0,310000
Piso,Centro,30,1,1,1,0,1,0,0,194900
Piso,Carabanchel,45,1,1,1,1,1,0,0,148000
Piso,Chamberí,340,3,1,1,1,1,0,0,2850000
Dúplex,Arganzuela,82,2,0,1,0,1,0,0,349000
Piso,Centro,48,1,1,1,1,1,0,0,215000
Piso,Moncloa,115,2,1,1,1,1,0,1,775000
Piso,Puente de Vallecas,70,3,0,0,0,1,0,1,155000
Piso,Centro,88,3,1,1,1,0,0,0,799000
Piso,Salamanca,134,3,1,1,1,1,1,0,1190000
Piso,Salamanca,63,2,0,1,1,1,0,0,289000
Piso,Centro,47,2,0,1,0,0,0,0,179000
Piso,San Blas,120,4,0,1,1,1,0,1,230000
Piso,Chamberí,238,4,0,0,1,1,1,0,1700000
Piso,Chamartín,414,3,0,1,1,0,1,1,3800000
Piso,Centro,85,1,1,1,0,1,0,0,359000
Piso,Ciudad Lineal,88,3,0,0,1,1,0,0,249000
Piso,San Blas,82,1,1,1,1,1,1,0,268000
Piso,Retiro,42,2,1,1,0,1,0,0,195000
Piso,San Blas,81,3,1,1,1,1,0,0,249900
Piso,Carabanchel,105,2,0,0,0,0,0,0,309000
Piso,Retiro,43,1,0,1,1,1,0,0,199900
Piso,Barajas,120,3,1,1,1,0,1,0,515000
Piso,Salamanca,54,2,1,1,1,1,0,0,280000
Piso,Villaverde,62,3,1,0,0,0,0,1,121000
Piso,Arganzuela,83,3,0,0,1,1,0,1,399000
Piso,Ciudad Lineal,43,1,1,1,0,1,0,1,156900
Piso,Centro,41,1,0,1,1,1,0,0,209800
Piso,Salamanca,147,2,1,1,1,0,0,0,1450000
Ático,Salamanca,59,2,0,0,1,1,0,0,850000
Piso,Puente de Vallecas,144,4,1,1,1,1,1,0,280000
Piso,Arganzuela,59,2,0,1,0,1,0,1,202000
Piso,Salamanca,244,6,1,1,1,1,0,0,1450000
Piso,Chamberí,69,1,0,0,1,1,0,0,299900
Piso,Salamanca,34,1,0,0,1,1,0,0,250000
Piso,Chamartín,76,2,0,0,1,1,0,0,317600
Piso,Latina,65,3,1,0,1,0,0,1,159000
Piso,Salamanca,71,2,0,1,1,1,0,0,719340
Ático,Retiro,123,2,1,0,1,1,0,1,995000
Piso,Arganzuela,384,3,1,1,1,1,0,0,1470000
Piso,Centro,158,2,1,1,1,1,0,0,890000
Ático,San Blas,150,2,1,1,1,1,1,1,495000
Ático,Ciudad Lineal,275,4,1,1,1,1,1,1,1100000
Piso,Chamberí,252,5,0,0,1,1,0,1,1100000
Piso,Carabanchel,114,2,1,1,1,1,1,0,349000
Piso,Chamberí,91,3,0,1,1,1,0,0,850000
Piso,Hortaleza,344,4,1,1,1,1,1,1,1814000
Piso,Arganzuela,54,1,0,1,1,1,0,0,239999
Piso,Ciudad Lineal,67,1,1,1,1,1,0,0,190000
Piso,Usera,98,2,1,0,1,1,0,0,319000
Piso,Chamartín,70,3,0,0,0,0,0,1,320000
Piso,Fuencarral,170,4,1,1,1,0,1,1,560000
Piso,Latina,65,3,0,1,1,1,0,1,162000
Piso,Chamberí,330,3,1,0,1,1,1,1,2055000
Piso,Carabanchel,120,2,1,1,0,1,0,0,255000
Piso,Arganzuela,81,4,0,1,1,1,0,0,319950
Piso,Fuencarral,48,3,1,0,1,1,0,0,165000
Piso,Latina,122,4,1,1,1,1,0,1,450000
Piso,Chamberí,35,2,0,0,0,1,0,0,145000
Piso,Salamanca,105,2,0,0,1,1,0,0,462000
Piso,Chamberí,80,2,1,0,0,1,0,0,495000
Piso,Chamartín,154,3,0,0,1,0,0,1,950000
Piso,Usera,60,2,0,0,1,0,0,1,160000
Piso,Centro,157,4,0,1,1,1,0,0,649000
Piso,Chamberí,157,5,1,0,1,0,0,1,649900
Piso,Retiro,87,4,0,1,1,1,0,0,412395
Piso,Villaverde,80,3,1,1,1,1,1,0,173990
Ático,Centro,61,3,1,0,0,1,0,0,339000
Piso,Usera,80,3,0,0,0,0,0,1,161000
Piso,Tetuán,55,1,1,1,1,1,0,1,325000
Piso,Usera,89,2,1,1,1,1,0,0,220000
Piso,Salamanca,72,2,1,1,1,1,1,0,1020000
Piso,Fuencarral,130,4,1,1,1,1,1,0,563000
Piso,Fuencarral,50,2,1,0,1,1,0,0,225000
Ático,Salamanca,231,2,1,0,1,0,0,1,1680000
Piso,Centro,87,5,0,1,0,0,0,0,338000
Piso,Centro,92,2,0,1,1,1,0,0,550000
Piso,Retiro,65,2,0,0,0,0,0,1,195000
Piso,Centro,99,3,1,0,1,0,0,0,859000
Piso,Centro,100,2,1,1,1,1,0,0,1450000
Piso,Carabanchel,76,3,0,0,0,0,0,1,142000
Piso,Salamanca,40,1,1,1,0,1,0,0,219000
Ático,Chamberí,185,3,1,1,1,0,1,1,945000
Piso,Chamartín,240,3,1,1,1,1,1,1,1250000
Piso,Usera,109,2,1,0,1,0,0,0,290000
Piso,Fuencarral,130,4,1,0,1,1,1,1,373000
Piso,Retiro,70,3,0,0,0,1,0,0,270000
Piso,Ciudad Lineal,79,3,0,0,1,1,0,1,289000
Piso,Salamanca,100,2,1,1,1,1,0,0,780000
Piso,Centro,37,2,0,0,1,1,0,0,189000
Piso,Centro,160,4,1,1,1,1,0,0,670000
Piso,Chamberí,208,5,0,1,1,1,0,0,999000
Piso,Arganzuela,112,3,1,1,1,1,1,1,525000
Ático,Vicálvaro,170,3,0,1,1,0,1,1,499000
Piso,Salamanca,117,3,0,0,1,1,0,0,1050000
Piso,San Blas,134,4,0,1,1,1,1,1,399900
Piso,Centro,48,1,0,0,1,1,0,0,240000
Piso,Arganzuela,60,3,1,0,0,0,0,0,249900
Piso,Chamberí,176,6,1,1,1,1,0,0,950000
Piso,Carabanchel,100,3,1,0,1,0,1,0,320000
Piso,Fuencarral,130,2,0,0,1,1,1,0,420000
Piso,Arganzuela,66,3,0,0,1,1,0,0,235000
Piso,Centro,38,2,0,1,0,1,0,1,191000
Piso,Usera,51,2,0,0,0,0,0,1,112000
Piso,Ciudad Lineal,60,2,1,0,1,1,0,1,271900
Piso,Chamartín,125,3,0,1,1,0,0,1,595000
Piso,Chamberí,143,3,1,1,1,1,0,1,910000
Piso,Hortaleza,64,2,0,0,1,1,0,1,196900
Piso,Chamberí,45,1,0,1,1,1,0,0,246100
Piso,Salamanca,173,3,1,0,1,0,1,0,1590000
Piso,Puente de Vallecas,60,2,0,0,1,0,0,0,149000
Piso,Ciudad Lineal,77,2,1,1,1,1,0,0,319500
Piso,Chamberí,33,1,0,1,0,1,0,0,170000
Piso,Salamanca,106,3,1,1,1,1,0,0,1400000
Piso,Chamartín,365,4,1,1,1,1,1,1,1690000
Piso,Arganzuela,82,2,0,0,1,1,0,0,239000
Piso,Chamartín,138,3,1,1,1,1,1,1,790000
Piso,Ciudad Lineal,88,3,1,1,1,1,0,0,226000
Piso,Chamartín,118,4,0,1,1,1,1,1,775000
Piso,Carabanchel,64,2,1,1,0,1,0,0,124000
Piso,Centro,149,3,1,1,1,1,0,1,699000
Piso,Hortaleza,136,3,1,1,1,1,1,0,480000
Piso,Arganzuela,50,2,1,1,0,0,0,1,190000
Piso,Carabanchel,85,3,0,0,0,1,0,1,160000
Piso,Ciudad Lineal,175,3,1,1,1,1,0,1,300000
Piso,Tetuán,58,2,0,1,0,1,0,1,179900
Dúplex,Villaverde,138,3,1,0,1,1,1,1,340000
Piso,Usera,98,3,1,1,0,1,1,1,225000
Piso,Chamberí,330,3,1,1,1,1,1,0,2800000
Piso,Chamberí,57,3,0,1,1,1,0,0,318000
Piso,Fuencarral,69,2,0,1,1,0,0,1,254030
Piso,Moncloa,301,5,1,1,1,1,1,1,2980000
Piso,Vicálvaro,68,3,1,0,0,0,0,0,154500
Piso,Latina,70,3,1,1,0,1,0,0,194000
Piso,Arganzuela,140,4,1,0,1,1,0,1,488800
Piso,Centro,67,3,1,0,0,1,0,0,410000
Piso,Chamartín,126,3,1,1,1,1,1,0,570000
Piso,Chamberí,36,1,1,1,1,1,0,0,239000
Piso,Salamanca,145,3,1,1,1,1,1,0,1195000
Piso,Fuencarral,105,2,1,1,1,1,1,0,425000
Piso,Salamanca,78,2,1,1,1,1,1,0,1020000
Piso,Moratalaz,94,3,1,1,1,1,0,1,295000
Piso,Moratalaz,100,4,0,0,0,1,0,0,215000
Piso,Chamartín,245,4,0,1,1,1,0,0,1300000
Piso,Chamartín,120,3,1,0,1,1,0,1,950000
Piso,Salamanca,149,3,1,0,1,1,0,1,850000
Piso,Tetuán,180,4,0,1,1,1,1,1,870000
Piso,Salamanca,487,4,1,0,1,1,1,0,4750000
Dúplex,Tetuán,93,2,1,1,1,1,1,1,445000
Piso,Retiro,106,3,0,1,1,1,0,0,580000
Piso,Chamartín,50,1,0,0,0,1,0,0,210000
Piso,Chamberí,131,3,0,1,1,1,0,1,821600
Piso,Salamanca,94,3,1,1,0,1,0,1,829000
Piso,Hortaleza,65,2,1,1,1,1,0,1,285000
Piso,Hortaleza,84,2,1,1,1,1,1,0,575000
Piso,Ciudad Lineal,71,2,1,1,1,1,0,0,247098
Piso,Moncloa,101,3,0,1,1,1,0,0,535000
Piso,Latina,70,3,1,1,1,1,1,1,187000
Piso,Villaverde,78,3,1,0,0,1,0,1,185000
Piso,Usera,68,1,1,1,0,0,0,0,155000
Piso,Ciudad Lineal,94,1,1,0,1,1,0,0,395000
Piso,Ciudad Lineal,109,3,0,0,0,1,0,0,234100
Piso,Chamartín,195,3,0,1,1,1,1,1,1200000
Piso,Chamartín,480,6,1,1,1,0,1,1,1990000
Piso,Ciudad Lineal,65,3,0,1,0,1,0,0,189000
Piso,Chamartín,161,4,1,1,1,0,1,1,499000
Piso,Ciudad Lineal,76,3,0,0,1,0,0,0,194000
Piso,Chamartín,151,4,1,1,1,1,0,1,839962
Piso,Centro,49,1,0,1,0,1,0,0,240000
Piso,Chamberí,297,5,1,1,1,1,1,1,1790000
Piso,Carabanchel,66,3,0,0,0,1,0,1,136000
Piso,Villa de Vallecas,96,3,1,1,1,1,1,0,295000
Piso,Hortaleza,65,1,1,1,1,1,1,0,369000
Piso,Puente de Vallecas,70,2,1,0,1,1,0,0,115000
Piso,Chamartín,150,4,1,0,1,1,0,1,499000
Ático,Centro,171,4,1,1,1,1,0,1,1175000
Piso,Villa de Vallecas,66,3,0,1,0,1,0,1,141300
Piso,Carabanchel,72,3,0,0,1,0,0,0,99000
Piso,San Blas,82,3,1,1,1,1,0,1,210000
Piso,Salamanca,100,2,1,1,1,0,0,0,630000
Piso,Chamartín,70,2,1,1,1,1,0,0,389900
Piso,Carabanchel,57,3,0,0,0,1,0,0,143000
Ático,Moncloa,274,3,1,1,1,1,1,1,1020000
Piso,Retiro,115,3,1,1,1,0,0,1,476000
Piso,Centro,58,2,0,0,0,1,0,0,149000
Piso,Chamberí,101,2,0,0,1,0,0,0,540000
Piso,Puente de Vallecas,67,1,0,0,0,0,0,1,133000
Piso,Chamberí,78,2,1,1,1,1,1,1,1150000
Piso,Latina,115,4,1,1,1,1,1,0,328000
Piso,Salamanca,60,1,1,1,1,1,0,0,505000
Piso,Salamanca,139,3,1,1,1,1,1,1,1250000
Piso,Centro,130,3,0,0,1,1,0,0,2150000
Piso,Salamanca,432,5,1,1,1,1,0,1,3700000
Piso,Salamanca,80,1,1,1,0,1,0,0,430000
Piso,Fuencarral,50,2,0,1,1,1,0,1,245000
Piso,Hortaleza,158,3,1,0,1,1,1,1,770000
Piso,Centro,49,2,0,0,0,1,0,0,249000
Piso,Chamberí,212,5,0,1,1,1,0,1,1400000
Piso,Latina,62,3,1,0,0,1,0,1,159900
Piso,Barajas,76,2,1,0,0,1,1,0,177900
Piso,Moncloa,100,3,1,1,1,1,0,0,550000
Piso,Chamartín,118,2,1,1,1,1,1,1,800000
Piso,Carabanchel,89,3,0,1,0,1,0,0,159000
Piso,Retiro,82,2,1,0,1,1,0,0,595000
Piso,Latina,74,3,0,0,1,0,0,0,153701
Piso,Salamanca,164,3,1,1,1,1,0,0,1950000
Piso,Carabanchel,45,1,0,0,1,0,0,0,112575
Piso,Puente de Vallecas,144,4,0,1,1,1,1,1,230000
Piso,Puente de Vallecas,90,3,0,1,1,1,1,1,376500
Piso,Tetuán,127,3,1,1,1,1,0,1,949900
Piso,Tetuán,222,4,1,1,1,1,1,1,890000
Piso,Centro,90,2,1,1,1,1,0,0,580000
Piso,San Blas,43,1,0,1,0,1,0,0,144900
Piso,Villaverde,65,2,0,0,1,1,0,0,102000
Piso,Fuencarral,150,3,1,0,1,1,1,1,470000
Piso,Salamanca,63,2,1,1,1,0,0,0,325000
Piso,Ciudad Lineal,80,3,1,1,1,1,0,1,215000
Dúplex,Salamanca,55,1,0,1,1,0,0,0,275000
Piso,Salamanca,220,3,0,1,1,0,0,0,2000000
Piso,Villa de Vallecas,93,3,1,1,0,1,0,1,197000
Piso,Usera,58,2,1,0,0,1,0,0,220400
Piso,Moncloa,57,1,0,1,1,1,0,1,310000
Piso,Centro,124,3,1,0,1,1,0,0,580000
Piso,Puente de Vallecas,50,2,0,1,0,1,0,0,109250
Piso,Salamanca,143,4,1,1,1,1,0,1,900000
Piso,San Blas,58,1,0,0,1,0,1,0,66000
Piso,Villa de Vallecas,100,3,0,1,1,1,1,0,289000
Piso,Centro,130,3,1,1,1,1,0,0,635000
Piso,Hortaleza,213,3,1,1,1,1,1,1,798000
Piso,Salamanca,57,2,1,1,1,0,0,0,350000
Dúplex,Villa de Vallecas,84,1,1,1,0,1,0,0,145000
Piso,Tetuán,118,3,0,1,1,1,0,0,450000
Piso,Latina,46,2,0,1,1,1,0,0,139000
Piso,Salamanca,260,4,1,1,1,1,0,0,2925000
Piso,Chamartín,111,3,1,0,1,1,1,1,650000
Piso,Centro,33,1,1,0,1,0,1,0,209000
Piso,Salamanca,78,2,0,0,1,0,0,0,725000
Piso,Tetuán,70,2,1,1,0,0,0,1,339000
Piso,Salamanca,148,3,1,1,1,1,1,1,1425000
Piso,Barajas,65,2,1,0,0,1,0,1,170000
Dúplex,Arganzuela,189,4,1,0,1,1,1,1,999000
Piso,Carabanchel,67,3,0,1,0,0,0,1,127200
Ático,Moncloa,340,5,1,0,1,1,1,1,1450000
Piso,Centro,72,1,0,1,0,1,0,0,396000
Piso,Vicálvaro,114,3,1,1,0,1,1,0,299000
Piso,San Blas,117,4,0,1,1,0,0,1,225000
Piso,Tetuán,119,3,1,0,0,1,0,0,440000
Piso,Ciudad Lineal,79,3,1,1,1,1,0,1,195000
Piso,Tetuán,103,3,1,1,1,1,0,1,595000
Piso,Centro,122,5,1,1,1,0,0,0,590000
Piso,Salamanca,59,1,1,1,1,1,0,1,450000
Piso,Chamberí,104,2,1,0,1,0,0,1,1100000
Piso,Chamartín,240,4,1,1,1,1,0,0,1390000
Piso,Puente de Vallecas,75,2,0,0,0,1,0,1,147000
Piso,Ciudad Lineal,60,2,0,1,1,1,0,0,220000
Piso,Centro,100,3,1,1,1,1,0,0,839000
Piso,Centro,111,2,1,1,1,1,0,0,480000
Piso,Carabanchel,98,3,0,1,1,1,0,1,320000
Piso,Salamanca,201,4,1,1,1,1,0,1,795000
Piso,Arganzuela,237,6,0,0,1,1,0,1,780000
Piso,Ciudad Lineal,120,3,1,1,0,1,0,1,347000
Piso,Retiro,61,2,1,1,1,1,1,1,450000
Piso,Salamanca,48,1,1,1,1,0,0,1,395000
Piso,Moncloa,191,5,1,1,1,1,1,0,1150000
Dúplex,Arganzuela,197,2,1,1,1,1,1,0,1200000
Piso,Centro,66,2,1,1,1,1,0,1,575500
Dúplex,Chamberí,410,7,1,1,1,1,1,0,2500000
Piso,Tetuán,66,3,0,0,0,1,0,0,247000
Piso,Salamanca,232,4,1,1,1,1,0,1,2390000
Piso,Ciudad Lineal,72,3,1,0,1,1,0,0,325000
Piso,Centro,33,1,0,1,0,1,0,0,140000
Piso,Puente de Vallecas,94,3,0,1,1,1,0,1,159000
Piso,Villaverde,85,3,0,1,1,1,0,1,160000
Piso,Ciudad Lineal,100,2,1,1,1,1,1,0,328040
Piso,Hortaleza,140,4,1,1,1,1,1,0,503000
Piso,Chamberí,140,3,1,1,1,1,0,0,730000
Piso,Usera,58,2,0,1,1,0,0,0,130000
Piso,Puente de Vallecas,34,2,0,0,0,1,0,0,135000
Piso,Fuencarral,124,4,0,1,1,1,0,1,420000
Piso,Moratalaz,73,3,0,0,0,0,0,0,166500
Piso,Centro,80,2,1,1,1,1,0,1,535000
Piso,Tetuán,185,5,1,1,1,1,0,1,750000
Piso,Salamanca,215,4,1,1,1,0,0,0,1820000
Piso,Arganzuela,182,5,1,1,1,1,0,1,725000
Piso,Ciudad Lineal,72,2,0,0,1,0,1,0,247098
Piso,Ciudad Lineal,65,3,1,1,0,1,0,1,165000
Piso,Ciudad Lineal,77,2,0,0,1,0,0,1,415000
Piso,Ciudad Lineal,160,4,1,1,0,1,0,0,219000
Piso,Chamartín,49,3,0,0,1,0,0,0,202500
Piso,Chamberí,81,2,1,0,1,0,0,0,499900
Ático,Chamberí,114,1,1,1,1,1,1,1,1350000
Piso,Centro,76,1,0,1,1,1,0,0,370000
Ático,Centro,40,1,1,1,0,0,0,0,195000
Piso,Salamanca,68,3,1,1,1,1,0,1,335000
Piso,Salamanca,87,3,1,1,1,1,0,0,750000
Piso,San Blas,171,4,0,1,1,1,1,1,369000
Piso,Hortaleza,101,2,1,1,1,1,1,0,498000
Piso,Usera,85,3,0,0,0,1,0,0,103000
Piso,San Blas,170,4,1,1,1,1,1,1,790000
Piso,Carabanchel,81,2,1,1,1,1,1,1,295000
Piso,Chamberí,90,2,1,1,1,1,0,0,480000
Piso,Retiro,135,3,1,1,1,1,0,1,599000
Piso,Salamanca,120,3,1,1,1,1,0,1,1050000
Dúplex,Latina,70,2,1,0,0,1,0,0,169000
Piso,San Blas,105,3,1,1,1,1,1,0,390000
Piso,Chamberí,58,2,1,0,1,1,0,0,357000
Piso,Puente de Vallecas,67,1,0,0,0,0,0,1,140000
